0.0296288,12.472043,14.865112,11.502690,16.558730,2.55753498864917,6.61840060954197
0.0671792,12.383366,14.951377,11.549444,16.778361,1.52546815326589,7.25805742235904
0.0982576,12.383366,14.836357,11.568146,16.730615,1.1801748403055,6.92687425155783
0.1386608,12.314395,14.807602,11.549444,16.673320,1.08196576244412,6.97930085762492
0.1897376,12.284836,14.798017,11.530743,16.759262,0.668200767147851,7.22790005781911
0.2197728,12.334101,14.798017,11.521392,16.807008,0.718093381583366,7.21880640834017
0.2496784,12.353807,14.769262,11.614900,16.759262,0.507358313896286,6.81856400090294
0.2899792,12.373513,14.711752,11.699058,16.682869,0.326853874897848,6.33829946162533
0.332088,12.353807,14.644657,11.680356,16.673320,0.0873260952240358,6.29082950885264
0.360784,12.422778,14.577563,11.848671,16.596926,-0.255307611370752,5.48255839702184
0.3947184,12.511455,14.500883,11.876724,16.520533,-0.0232524363910596,4.93677414898746
0.4321584,12.531161,14.443373,11.932829,16.520533,-0.388271621031868,4.6580635988623
0.4633168,12.609985,14.433788,11.998284,16.425041,0.00330241014813559,4.13611933123429
0.4960464,12.669103,14.385863,12.026337,16.386844,0.0866866151661423,3.77972067955646
0.5459056,12.688809,14.414618,12.091793,16.463238,-0.258448316755558,3.77795021017208
0.5860592,12.609985,14.299598,12.073091,16.415492,-0.782851896340514,3.70237478254051
0.6199344,12.738074,14.290013,12.110494,16.358197,-0.231987679738379,3.20298538727267
0.6673072,12.629691,14.309183,12.157248,16.348648,-0.730894385514713,3.36065664442398
0.6984912,12.669103,14.376278,12.157248,16.377295,-0.412730260014301,3.44684250956141
0.7285472,12.649397,14.280428,12.129196,16.415492,-0.914321435770318,3.44961016376417
0.7799248,12.698662,14.251673,12.157248,16.425041,-0.974360105831028,3.23873786449553
0.8110848,12.669103,14.251673,12.241406,16.396393,-1.30288384748441,3.06234490685943
0.8421904,12.757780,14.117483,12.232055,16.348648,-1.27004036833702,2.54705607737874
0.8837648,12.728221,14.127068,12.306862,18.001767,-7.69102659869724,5.43633869366494
0.9120976,12.777486,14.069558,12.344265,18.050086,-8.02872868791974,5.22628041594428
0.9448848,12.738074,14.050388,12.409721,17.972776,-8.22221102173816,4.99913594057942
1.0008912,12.846457,14.021634,12.456475,17.924457,-7.89660443117964,4.51804034117269
1.0387024,12.944987,13.916199,12.559334,17.750509,-7.6716716368683,3.57742028588337
1.0663728,12.925281,13.897029,12.596738,17.721518,-7.85780388987485,3.45257833336568
1.1008928,13.023811,13.868274,12.615439,17.760173,-7.78145155524206,3.21191727438637
1.1372608,13.004105,13.849104,12.680895,17.721518,-8.03257166732285,3.00820689255026
